keyword,high_risk_of_false_positive,category,theme,language
ανθρακικό αποτύπωμα,false,,changement_climatique_constat,greek
ανθρωπόκαινο,false,,changement_climatique_constat,greek
ανισότητα,false,,changement_climatique_constat,greek
ανωμαλία θερμοκρασιών,false,,changement_climatique_constat,greek
ανώτατο κλιματικό συμβούλιο,false,,changement_climatique_constat,greek
αποτύπωμα άνθρακα,false,,changement_climatique_constat,greek
αποψίλωση δασών,false,,changement_climatique_constat,greek
απόβλητα,false,,changement_climatique_constat,greek
ασθένεια,false,,changement_climatique_constat,greek
ασφυξία,false,,changement_climatique_constat,greek
ατμοσφαιρική ρύπανση,false,,changement_climatique_constat,greek
ατμόσφαιρα,false,,changement_climatique_constat,greek
αυτοκίνητο,false,,changement_climatique_constat,greek
αυτοκινητόδρομοι,false,,changement_climatique_constat,greek
αύξηση θερμοκρασιών,false,,changement_climatique_constat,greek
βενζίνη,false,,changement_climatique_constat,greek
βιομηχανία,false,,changement_climatique_constat,greek
βιομηχανία τροφίμων,false,,changement_climatique_constat,greek
βιομηχανική γεωργία,false,,changement_climatique_constat,greek
βιομηχανοποίηση,false,,changement_climatique_constat,greek
βρόχινο νερό,false,,changement_climatique_constat,greek
γαλλία φύση περιβάλλον,false,,changement_climatique_constat,greek
γεωργία,false,,changement_climatique_constat,greek
γεωργικό μοντέλο,false,,changement_climatique_constat,greek
γεωργικός,false,,changement_climatique_constat,greek
γη,false,,changement_climatique_constat,greek
δέντρο,false,,changement_climatique_constat,greek
δασικές πυρκαγιές,false,,changement_climatique_constat,greek
δασική πυρκαγιά,false,,changement_climatique_constat,greek
δημόσια υγεία,false,,changement_climatique_constat,greek
διάβρωση,false,,changement_climatique_constat,greek
διατροφή,false,,changement_climatique_constat,greek
διοξείδιο του άνθρακα,false,,changement_climatique_constat,greek
δροσιά,false,,changement_climatique_constat,greek
δρόμος υποδομής,false,,changement_climatique_constat,greek
δυνατή βροχή,false,,changement_climatique_constat,greek
εθνικό δασικό γραφείο,false,,changement_climatique_constat,greek
ειδικός σε θέματα κλίματος,false,,changement_climatique_constat,greek
εκπομπές άνθρακα,false,,changement_climatique_constat,greek
ενέργεια,false,,changement_climatique_constat,greek
ενεργειακά μη αποδοτικό κτίριο,false,,changement_climatique_constat,greek
ενεργειακή απόδοση,false,,changement_climatique_constat,greek
ενεργειακή μετάβαση,false,,changement_climatique_constat,greek
ενεργειακό μείγμα,false,,changement_climatique_constat,greek
εντατική γεωργία,false,,changement_climatique_constat,greek
εντατική κτηνοτροφία,false,,changement_climatique_constat,greek
εξόρυξη πετρελαίου,false,,changement_climatique_constat,greek
επαναλαμβανόμενες πλημμύρες,false,,changement_climatique_constat,greek
επεμβατικό είδος,false,,changement_climatique_constat,greek
επισιτιστική ασφάλεια,false,,changement_climatique_constat,greek
εργοστάσιο,false,,changement_climatique_constat,greek
ερημοποίηση,false,,changement_climatique_constat,greek
ζωονόσος,false,,changement_climatique_constat,greek
ζώνη πλημμύρας,false,,changement_climatique_constat,greek
θάλασσα,false,,changement_climatique_constat,greek
θέρμανση,false,,changement_climatique_constat,greek
θαλάσσια καταβύθιση,false,,changement_climatique_constat,greek
θαλάσσια καύσωνας,false,,changement_climatique_constat,greek
θερμική νησίδα πόλης,false,,changement_climatique_constat,greek
θερμικό αυτοκίνητο,false,,changement_climatique_constat,greek
θερμοκρασία,false,,changement_climatique_constat,greek
ισολογισμός άνθρακα,false,,changement_climatique_constat,greek
κάτω από τα νερά,false,,changement_climatique_constat,greek
κάτω από το νερό,false,,changement_climatique_constat,greek
καλά νέα για τον πλανήτη,false,,changement_climatique_constat,greek
καπιταλισμός,false,,changement_climatique_constat,greek
καρκίνος,false,,changement_climatique_constat,greek
καταβύθιση,false,,changement_climatique_constat,greek
κατακλυσμός,false,,changement_climatique_constat,greek
κατανάλωση ενέργειας,false,,changement_climatique_constat,greek
καταρρακτώδης βροχή,false,,changement_climatique_constat,greek
καταστροφή,false,,changement_climatique_constat,greek
κατολίσθηση,false,,changement_climatique_constat,greek
καύσιμα,false,,changement_climatique_constat,greek
καύσιμο,false,,changement_climatique_constat,greek
καύσωνας,false,,changement_climatique_constat,greek
κηροζίνη,false,,changement_climatique_constat,greek
κλίμα,false,,changement_climatique_constat,greek
κλιματική αδράνεια,false,,changement_climatique_constat,greek
κλιματική διάσκεψη,false,,changement_climatique_constat,greek
κλιματική καταστροφή,false,,changement_climatique_constat,greek
κλιματική μετάβαση,false,,changement_climatique_constat,greek
κλιματική ουδετερότητα,false,,changement_climatique_constat,greek
κλιματική πολιτική,false,,changement_climatique_constat,greek
κλιματική πρόκληση,false,,changement_climatique_constat,greek
κλιματικοί κίνδυνοι,false,,changement_climatique_constat,greek
κλιματικοί πρόσφυγες,false,,changement_climatique_constat,greek
κλιματικός,false,,changement_climatique_constat,greek
κλιματικός σκεπτικισμός,false,,changement_climatique_constat,greek
κλιματισμός,false,,changement_climatique_constat,greek
κλιματολόγος,false,,changement_climatique_constat,greek
κρέας,false,,changement_climatique_constat,greek
κτίριο,false,,changement_climatique_constat,greek
κτηνοτροφία,false,,changement_climatique_constat,greek
κυκλώνας,false,,changement_climatique_constat,greek
λογαριασμός ενέργειας,false,,changement_climatique_constat,greek
μαύρος χρυσός,false,,changement_climatique_constat,greek
μείωση θερμοκρασιών,false,,changement_climatique_constat,greek
μεθάνιο,false,,changement_climatique_constat,greek
μελλοντικές γενιές,false,,changement_climatique_constat,greek
μεταφορά,false,,changement_climatique_constat,greek
μεταφορέας,false,,changement_climatique_constat,greek
μπαταρία,false,,changement_climatique_constat,greek
νερό,false,,changement_climatique_constat,greek
ντίζελ,false,,changement_climatique_constat,greek
ξεραίνω,false,,changement_climatique_constat,greek
ξηραμένο,false,,changement_climatique_constat,greek
ξηρασία,false,,changement_climatique_constat,greek
ξηρό,false,,changement_climatique_constat,greek
ο πλανήτης θερμαίνεται,false,,changement_climatique_constat,greek
οδικές μεταφορές,false,,changement_climatique_constat,greek
οδική κυκλοφορία,false,,changement_climatique_constat,greek
οι εξεγέρσεις της γης,false,,changement_climatique_constat,greek
οικοκτονία,false,,changement_climatique_constat,greek
οικολογία,false,,changement_climatique_constat,greek
οικολογική κρίση,false,,changement_climatique_constat,greek
οικολογική μετάβαση,false,,changement_climatique_constat,greek
οικολογικό,false,,changement_climatique_constat,greek
οικολογικός,false,,changement_climatique_constat,greek
οικολογικός σχεδιασμός,false,,changement_climatique_constat,greek
οικολόγος,false,,changement_climatique_constat,greek
οικοσύστημα,false,,changement_climatique_constat,greek
ορυκτά καύσιμα,false,,changement_climatique_constat,greek
πάγος θαλάσσης,false,,changement_climatique_constat,greek
πίστωση άνθρακα,false,,changement_climatique_constat,greek
παίρνω αεροπλάνο,false,,changement_climatique_constat,greek
παγετώνας,false,,changement_climatique_constat,greek
παγκόσμιες εκπομπές co2,false,,changement_climatique_constat,greek
παγκόσμιος οργανισμός υγείας,false,,changement_climatique_constat,greek
παθολογία,false,,changement_climatique_constat,greek
παράκτια διάβρωση,false,,changement_climatique_constat,greek
παραγωγισμός,false,,changement_climatique_constat,greek
πενήντα βαθμοί,false,,changement_climatique_constat,greek
περιβάλλον,false,,changement_climatique_constat,greek
περιβαλλοντικές επιπτώσεις,false,,changement_climatique_constat,greek
περιβαλλοντικό ζήτημα,false,,changement_climatique_constat,greek
περιοδικό nature,false,,changement_climatique_constat,greek
περιορισμός,false,,changement_climatique_constat,greek
περιφερειακές υγειονομικές υπηρεσίες,false,,changement_climatique_constat,greek
περμαφρόστ,false,,changement_climatique_constat,greek
πετρέλαιο,false,,changement_climatique_constat,greek
πετρέλαιο θέρμανσης,false,,changement_climatique_constat,greek
πετρελαιοπηγή,false,,changement_climatique_constat,greek
πιο ζεστή χρονιά,false,,changement_climatique_constat,greek
πιο ζεστό καλοκαίρι,false,,changement_climatique_constat,greek
πιο ζεστός μήνας,false,,changement_climatique_constat,greek
πλανήτης,false,,changement_climatique_constat,greek
πλανητική θέρμανση,false,,changement_climatique_constat,greek
πλανητικός,false,,changement_climatique_constat,greek
πλαστική συσκευασία,false,,changement_climatique_constat,greek
πλημμυροπαθής περιοχή,false,,changement_climatique_constat,greek
πλημμύρα,false,,changement_climatique_constat,greek
πολεοδομία,false,,changement_climatique_constat,greek
πολλαπλασιασμός κουνουπιών,false,,changement_climatique_constat,greek
πολύ ζεστό,false,,changement_climatique_constat,greek
πολύ νερό,false,,changement_climatique_constat,greek
που,false,,changement_climatique_constat,greek
πράσινη ανάπτυξη,false,,changement_climatique_constat,greek
πράσινη μετάβαση,false,,changement_climatique_constat,greek
πράσινη συμφωνία,false,,changement_climatique_constat,greek
πράσινο ξέπλυμα (greenwashing),false,,changement_climatique_constat,greek
προβοσκιδωτή κάμπια,false,,changement_climatique_constat,greek
πυρκαγιές,false,,changement_climatique_constat,greek
ρεκόρ ζέστης,false,,changement_climatique_constat,greek
ρεκόρ θερμοκρασίας,false,,changement_climatique_constat,greek
ρυπαίνει,false,,changement_climatique_constat,greek
ρυπαίνω,false,,changement_climatique_constat,greek
ρύπανση,false,,changement_climatique_constat,greek
ρύπανση από λεπτά σωματίδια,false,,changement_climatique_constat,greek
ρύπος,false,,changement_climatique_constat,greek
σαράντα βαθμοί,false,,changement_climatique_constat,greek
σκεπτικιστής για το κλίμα,false,,changement_climatique_constat,greek
σπατάλη τροφίμων,false,,changement_climatique_constat,greek
συμβατική γεωργία,false,,changement_climatique_constat,greek
συμφωνία των παρισίων,false,,changement_climatique_constat,greek
συρρίκνωση και διόγκωση αργίλων,false,,changement_climatique_constat,greek
σχιστολιθικό αέριο,false,,changement_climatique_constat,greek
τήξη πάγων,false,,changement_climatique_constat,greek
τήξη παγετώνων,false,,changement_climatique_constat,greek
τίγρης-κουνούπι,false,,changement_climatique_constat,greek
ταξιδεύω,false,,changement_climatique_constat,greek
τοπική ρύπανση,false,,changement_climatique_constat,greek
τυφώνας,false,,changement_climatique_constat,greek
υδατικό στρες,false,,changement_climatique_constat,greek
υδρολόγος,false,,changement_climatique_constat,greek
υπερθέρμανση,false,,changement_climatique_constat,greek
υπερθέρμανση των ωκεανών,false,,changement_climatique_constat,greek
υπουργείο οικολογικής μετάβασης,false,,changement_climatique_constat,greek
υπουργός οικολογικής μετάβασης,false,,changement_climatique_constat,greek
φαινόμενο του θερμοκηπίου,false,,changement_climatique_constat,greek
φρέσκος αέρας,false,,changement_climatique_constat,greek
φυσικό αέριο,false,,changement_climatique_constat,greek
φωτιά,false,,changement_climatique_constat,greek
χιλιοστό νερού,false,,changement_climatique_constat,greek
χωροταξικός σχεδιασμός,false,,changement_climatique_constat,greek
ωκεανός,false,,changement_climatique_constat,greek
όζον,false,,changement_climatique_constat,greek
όχι πολύ οικολογικό,false,,changement_climatique_constat,greek
أثر الكربون,false,,changement_climatique_constat,arabic
أربعون درجة,false,,changement_climatique_constat,arabic
أكثر سنة حرارة,false,,changement_climatique_constat,arabic
أكثر شهر حرارة,false,,changement_climatique_constat,arabic
أكثر صيف حرارة,false,,changement_climatique_constat,arabic
أمطار غزيرة,false,,changement_climatique_constat,arabic
إزالة الغابات,false,,changement_climatique_constat,arabic
اتفاقية باريس,false,,changement_climatique_constat,arabic
ارتفاع حرارة المحيطات,false,,changement_climatique_constat,arabic
ارتفاع درجات الحرارة,false,,changement_climatique_constat,arabic
ارتفاع درجة الحرارة,false,,changement_climatique_constat,arabic
ارتفاع مستوى البحر,false,,changement_climatique_constat,arabic
ارتفاع مستوى سطح البحر,false,,changement_climatique_constat,arabic
استهلاك الطاقة,false,,changement_climatique_constat,arabic
الأجيال القادمة,false,,changement_climatique_constat,arabic
الأرض,false,,changement_climatique_constat,arabic
الأمراض الحيوانية المنشأ,false,,changement_climatique_constat,arabic
الأمطار الغزيرة,false,,changement_climatique_constat,arabic
الأمن الغذائي,false,,changement_climatique_constat,arabic
الأنثروبوسين,false,,changement_climatique_constat,arabic
الأنواع الغازية,false,,changement_climatique_constat,arabic
الأوزون,false,,changement_climatique_constat,arabic
الإبادة البيئية,false,,changement_climatique_constat,arabic
الإجهاد المائي,false,,changement_climatique_constat,arabic
الإعصار,false,,changement_climatique_constat,arabic
الإنتاجية المفرطة,false,,changement_climatique_constat,arabic
الاتفاق الأخضر,false,,changement_climatique_constat,arabic
الاحتباس الحراري,false,,changement_climatique_constat,arabic
الاختناق,false,,changement_climatique_constat,arabic
المرض,false,,changement_climatique_constat,arabic
الانبعاثات العالمية لثاني أكسيد الكربون,false,,changement_climatique_constat,arabic
الانهيار الأرضي,false,,changement_climatique_constat,arabic
البحر,false,,changement_climatique_constat,arabic
البرودة,false,,changement_climatique_constat,arabic
البصمة الكربونية,false,,changement_climatique_constat,arabic
البطارية,false,,changement_climatique_constat,arabic
البعوض النمر,false,,changement_climatique_constat,arabic
البقرة,false,,changement_climatique_constat,arabic
البنزين,false,,changement_climatique_constat,arabic
البيئة,false,,changement_climatique_constat,arabic
البيئي,false,,changement_climatique_constat,arabic
التأثير البيئي,false,,changement_climatique_constat,arabic
التحدي المناخي,false,,changement_climatique_constat,arabic
التحول الأخضر,false,,changement_climatique_constat,arabic
التحول البيئي,false,,changement_climatique_constat,arabic
التحول الزراعي البيئي,false,,changement_climatique_constat,arabic
التحول الطاقي,false,,changement_climatique_constat,arabic
التحول المناخي,false,,changement_climatique_constat,arabic
التخطيط البيئي,false,,changement_climatique_constat,arabic
التخطيط الحضري,false,,changement_climatique_constat,arabic
التدفئة,false,,changement_climatique_constat,arabic
التربة,false,,changement_climatique_constat,arabic
التربة الصقيعية,false,,changement_climatique_constat,arabic
التصحر,false,,changement_climatique_constat,arabic
التصنيع,false,,changement_climatique_constat,arabic
التضليل البيئي (Greenwashing),false,,changement_climatique_constat,arabic
التعبئة البلاستيكية,false,,changement_climatique_constat,arabic
التعرية,false,,changement_climatique_constat,arabic
التكييف,false,,changement_climatique_constat,arabic
التلوث,false,,changement_climatique_constat,arabic
التنقيب عن النفط,false,,changement_climatique_constat,arabic
الجفاف,false,,changement_climatique_constat,arabic
الجليد البحري,false,,changement_climatique_constat,arabic
الجمود المناخي,false,,changement_climatique_constat,arabic
الحرائق,false,,changement_climatique_constat,arabic
الحرارة الشديدة,false,,changement_climatique_constat,arabic
الحياد المناخي,false,,changement_climatique_constat,arabic
الدمار,false,,changement_climatique_constat,arabic
الديزل,false,,changement_climatique_constat,arabic
الذهب الأسود,false,,changement_climatique_constat,arabic
الرأسمالية,false,,changement_climatique_constat,arabic
الزراعة,false,,changement_climatique_constat,arabic
الزراعة التقليدية,false,,changement_climatique_constat,arabic
الزراعة الصناعية,false,,changement_climatique_constat,arabic
الزراعة المكثفة,false,,changement_climatique_constat,arabic
السرطان,false,,changement_climatique_constat,arabic
السفر,false,,changement_climatique_constat,arabic
السيارة,false,,changement_climatique_constat,arabic
السيارة التي تعمل بالوقود,false,,changement_climatique_constat,arabic
السيارة الرياضية متعددة الاستخدامات (SUV),false,,changement_climatique_constat,arabic
السياسة المناخية,false,,changement_climatique_constat,arabic
الشجرة,false,,changement_climatique_constat,arabic
الشك في التغير المناخي,false,,changement_climatique_constat,arabic
الصحة العامة,false,,changement_climatique_constat,arabic
الصناعات الزراعية,false,,changement_climatique_constat,arabic
الصناعات الغذائية,false,,changement_climatique_constat,arabic
الصناعة,false,,changement_climatique_constat,arabic
الطائرة,false,,changement_climatique_constat,arabic
الطاقات الأحفورية,false,,changement_climatique_constat,arabic
الطاقة,false,,changement_climatique_constat,arabic
الطرق السريعة,false,,changement_climatique_constat,arabic
الطوفان,false,,changement_climatique_constat,arabic
الطيران,false,,changement_climatique_constat,arabic
الغاز,false,,changement_climatique_constat,arabic
الغاز الطبيعي,false,,changement_climatique_constat,arabic
الغازات الدفيئة,false,,changement_climatique_constat,arabic
الغذاء,false,,changement_climatique_constat,arabic
الغلاف الجوي,false,,changement_climatique_constat,arabic
الغمر,false,,changement_climatique_constat,arabic
الغمر البحري,false,,changement_climatique_constat,arabic
الفحم,false,,changement_climatique_constat,arabic
الفيضان,false,,changement_climatique_constat,arabic
الفيضانات,false,,changement_climatique_constat,arabic
القضية البيئية,false,,changement_climatique_constat,arabic
القيود,false,,changement_climatique_constat,arabic
الكثير من الماء,false,,changement_climatique_constat,arabic
الكوكب,false,,changement_climatique_constat,arabic
الكوكب يزداد حرارة,false,,changement_climatique_constat,arabic
الكيروسين,false,,changement_climatique_constat,arabic
اللاجئون المناخيون,false,,changement_climatique_constat,arabic
اللحم,false,,changement_climatique_constat,arabic
الماء,false,,changement_climatique_constat,arabic
المبنى,false,,changement_climatique_constat,arabic
المجلس الأعلى للمناخ,false,,changement_climatique_constat,arabic
المحيط,false,,changement_climatique_constat,arabic
المخاطر المناخية,false,,changement_climatique_constat,arabic
المزارع,false,,changement_climatique_constat,arabic
المزيج الطاقي,false,,changement_climatique_constat,arabic
المصنع,false,,changement_climatique_constat,arabic
المكتب الوطني للغابات,false,,changement_climatique_constat,arabic
المناخ,false,,changement_climatique_constat,arabic
المناخي,false,,changement_climatique_constat,arabic
الميثاق الأخضر,false,,changement_climatique_constat,arabic
الميثان,false,,changement_climatique_constat,arabic
النار,false,,changement_climatique_constat,arabic
الناشط البيئي,false,,changement_climatique_constat,arabic
النظام البيئي,false,,changement_climatique_constat,arabic
النفايات,false,,changement_climatique_constat,arabic
النفط,false,,changement_climatique_constat,arabic
النقل,false,,changement_climatique_constat,arabic
النقل البري,false,,changement_climatique_constat,arabic
النقل الجوي,false,,changement_climatique_constat,arabic
النمو الأخضر,false,,changement_climatique_constat,arabic
النموذج الزراعي,false,,changement_climatique_constat,arabic
النهر الجليدي,false,,changement_climatique_constat,arabic
النيتروجين,false,,changement_climatique_constat,arabic
الهواء النقي,false,,changement_climatique_constat,arabic
الهيئة الحكومية الدولية المعنية بتغير المناخ (IPCC),false,,changement_climatique_constat,arabic
الوقود,false,,changement_climatique_constat,arabic
الوقود الأحفوري,false,,changement_climatique_constat,arabic
انبعاثات الكربون,false,,changement_climatique_constat,arabic
انتشار البعوض,false,,changement_climatique_constat,arabic
انتفاضات الأرض,false,,changement_climatique_constat,arabic
انخفاض درجات الحرارة,false,,changement_climatique_constat,arabic
انكماش وانتفاخ الطين,false,,changement_climatique_constat,arabic
بئر نفط,false,,changement_climatique_constat,arabic
بنية تحتية للطرق,false,,changement_climatique_constat,arabic
تآكل السواحل,false,,changement_climatique_constat,arabic
تأثير الاحتباس الحراري,false,,changement_climatique_constat,arabic
تحت الماء,false,,changement_climatique_constat,arabic
تحت المياه,false,,changement_climatique_constat,arabic
تخطيط الأراضي,false,,changement_climatique_constat,arabic
تربية الماشية,false,,changement_climatique_constat,arabic
تربية المواشي المكثفة,false,,changement_climatique_constat,arabic
تلوث الجسيمات الدقيقة,false,,changement_climatique_constat,arabic
تلوث الهواء,false,,changement_climatique_constat,arabic
تلوث محلي,false,,changement_climatique_constat,arabic
ثاني أكسيد الكربون,false,,changement_climatique_constat,arabic
جاف,false,,changement_climatique_constat,arabic
جزيرة الحرارة الحضرية,false,,changement_climatique_constat,arabic
حالة الطوارئ البيئية,false,,changement_climatique_constat,arabic
حر جدًا,false,,changement_climatique_constat,arabic
حرائق الغابات,false,,changement_climatique_constat,arabic
حرارة قصوى,false,,changement_climatique_constat,arabic
حركة المرور,false,,changement_climatique_constat,arabic
حريق الغابات,false,,changement_climatique_constat,arabic
حياد الكربون,false,,changement_climatique_constat,arabic
خبر سار للكوكب,false,,changement_climatique_constat,arabic
خبير المناخ,false,,changement_climatique_constat,arabic
خمسون درجة,false,,changement_climatique_constat,arabic
درجات حرارة قصوى,false,,changement_climatique_constat,arabic
درجة الحرارة,false,,changement_climatique_constat,arabic
درجة حرارة قياسية,false,,changement_climatique_constat,arabic
ذوبان الأنهار الجليدية,false,,changement_climatique_constat,arabic
ذوبان الجليد,false,,changement_climatique_constat,arabic
رصيد الكربون,false,,changement_climatique_constat,arabic
رقم قياسي لدرجات الحرارة,false,,changement_climatique_constat,arabic
رقم قياسي للحرارة,false,,changement_climatique_constat,arabic
ركوب الطائرة,false,,changement_climatique_constat,arabic
زراعي,false,,changement_climatique_constat,arabic
زيت الوقود,false,,changement_climatique_constat,arabic
شذوذ درجات الحرارة,false,,changement_climatique_constat,arabic
شركة النقل,false,,changement_climatique_constat,arabic
صديق للبيئة,false,,changement_climatique_constat,arabic
طقس متطرف,false,,changement_climatique_constat,arabic
عالم المناخ,false,,changement_climatique_constat,arabic
عالم الهيدرولوجيا,false,,changement_climatique_constat,arabic
عدم المساواة,false,,changement_climatique_constat,arabic
علم الأمراض,false,,changement_climatique_constat,arabic
علم البيئة,false,,changement_climatique_constat,arabic
غاز الشيست,false,,changement_climatique_constat,arabic
غير صديق للبيئة,false,,changement_climatique_constat,arabic
فاتورة الطاقة,false,,changement_climatique_constat,arabic
فرنسا طبيعة البيئة,false,,changement_climatique_constat,arabic
فيضانات متكررة,false,,changement_climatique_constat,arabic
كارثة,false,,changement_climatique_constat,arabic
كارثة مناخية,false,,changement_climatique_constat,arabic
كفاءة الطاقة,false,,changement_climatique_constat,arabic
كوكبي,false,,changement_climatique_constat,arabic
مؤتمر المناخ,false,,changement_climatique_constat,arabic
مبنى غير فعال طاقيًا,false,,changement_climatique_constat,arabic
مجفف,false,,changement_climatique_constat,arabic
مجلة Nature,false,,changement_climatique_constat,arabic
مريض,false,,changement_climatique_constat,arabic
مشكك في التغير المناخي,false,,changement_climatique_constat,arabic
ملوِّث,false,,changement_climatique_constat,arabic
مليمتر من الماء,false,,changement_climatique_constat,arabic
مناخ متطرف,false,,changement_climatique_constat,arabic
منطقة فيضانات,false,,changement_climatique_constat,arabic
منطقة معرضة للفيضانات,false,,changement_climatique_constat,arabic
منظمة الصحة العالمية,false,,changement_climatique_constat,arabic
موجة حر,false,,changement_climatique_constat,arabic
موجة حر بحرية,false,,changement_climatique_constat,arabic
مياه الأمطار,false,,changement_climatique_constat,arabic
ميزانية الكربون,false,,changement_climatique_constat,arabic
ندرة المياه,false,,changement_climatique_constat,arabic
نقص المياه,false,,changement_climatique_constat,arabic
هدر الطعام,false,,changement_climatique_constat,arabic
وزارة التحول البيئي,false,,changement_climatique_constat,arabic
وزير التحول البيئي,false,,changement_climatique_constat,arabic
وقود,false,,changement_climatique_constat,arabic
وكالات الصحة الإقليمية,false,,changement_climatique_constat,arabic
يجف,false,,changement_climatique_constat,arabic
يرقة الموكب,false,,changement_climatique_constat,arabic
يُلوّث,false,,changement_climatique_constat,arabic
agences régionales de santé,true,,changement_climatique_constat_indirectes,french
air frais,true,,changement_climatique_constat_indirectes,french
alimentation,true,Agriculture,changement_climatique_constat_indirectes,french
arbre,true,,changement_climatique_constat_indirectes,french
ars,true,,changement_climatique_constat_indirectes,french
atmosphère,true,,changement_climatique_constat_indirectes,french
autorité de santé,true,,changement_climatique_constat_indirectes,french
baisse des températures,true,,changement_climatique_constat_indirectes,french
banquise,true,,changement_climatique_constat_indirectes,french
batterie,true,,changement_climatique_constat_indirectes,french
bloc d’immeubles,true,,changement_climatique_constat_indirectes,french
bouquet énergétique,true,,changement_climatique_constat_indirectes,french
bâtiment,true,Batiments,changement_climatique_constat_indirectes,french
calotte,true,,changement_climatique_constat_indirectes,french
climat,true,,changement_climatique_constat_indirectes,french
climatosceptique,true,,changement_climatique_constat_indirectes,french
consommation énergétique,true,Energie,changement_climatique_constat_indirectes,french
défi de notre siècle,true,,changement_climatique_constat_indirectes,french
eau,true,,changement_climatique_constat_indirectes,french
eau de pluie,true,,changement_climatique_constat_indirectes,french
environnement,true,,changement_climatique_constat_indirectes,french
facture énergétique,true,,changement_climatique_constat_indirectes,french
fraîcheur,true,,changement_climatique_constat_indirectes,french
glacier,true,,changement_climatique_constat_indirectes,french
générations futures,true,,changement_climatique_constat_indirectes,french
générations à venir,true,,changement_climatique_constat_indirectes,french
inégalité,true,,changement_climatique_constat_indirectes,french
jamais un tel phénomène,true,,changement_climatique_constat_indirectes,french
mer,true,,changement_climatique_constat_indirectes,french
ministre de la transition écologique,true,,changement_climatique_constat_indirectes,french
ministère de la transition écologique,true,,changement_climatique_constat_indirectes,french
mix électrique,true,,changement_climatique_constat_indirectes,french
modèle agricole,true,,changement_climatique_constat_indirectes,french
météo des forêts,true,,changement_climatique_constat_indirectes,french
océan,true,,changement_climatique_constat_indirectes,french
oms,true,,changement_climatique_constat_indirectes,french
organisation mondiale de la santé,true,,changement_climatique_constat_indirectes,french
ozone,true,,changement_climatique_constat_indirectes,french
performance énergétique,true,,changement_climatique_constat_indirectes,french
permafrost,true,,changement_climatique_constat_indirectes,french
planète,true,,changement_climatique_constat_indirectes,french
planétaire,true,,changement_climatique_constat_indirectes,french
pont thermique,true,Batiments,changement_climatique_constat_indirectes,french
revue nature,true,,changement_climatique_constat_indirectes,french
santé publique,true,,changement_climatique_constat_indirectes,french
sol,true,,changement_climatique_constat_indirectes,french
température,true,,changement_climatique_constat_indirectes,french
terre,true,,changement_climatique_constat_indirectes,french
zone inondable,true,,changement_climatique_constat_indirectes,french
éco-anxiété,true,,changement_climatique_constat_indirectes,french
écolo,true,,changement_climatique_constat_indirectes,french
écologie,true,,changement_climatique_constat_indirectes,french
écologiste,true,,changement_climatique_constat_indirectes,french
écosystème,true,,changement_climatique_constat_indirectes,french
énergie,true,,changement_climatique_constat_indirectes,french
accès à l’eau,false,Eau,ressources,french
acidification des oceans,false,Eau,ressources,french
acidification des oceans,false,Sols,ressources,french
acidification des sols,false,Sols,ressources,french
agriculture conventionnelle,false,Air,ressources,french
agriculture conventionnelle,false,Eau,ressources,french
agriculture conventionnelle,false,Sols,ressources,french
agriculture extensive,false,Sols,ressources,french
agriculture industrielle,false,Air,ressources,french
agriculture industrielle,false,Eau,ressources,french
agriculture industrielle,false,Forêt,ressources,french
agriculture industrielle,false,Sols,ressources,french
agriculture intensive,false,Air,ressources,french
agriculture intensive,false,Eau,ressources,french
agriculture intensive,false,Forêt,ressources,french
agriculture intensive,false,Sols,ressources,french
anthropocène,false,Concepts généraux,ressources,french
anti-écolo,false,Concepts généraux,ressources,french
appauvrissement des sols,false,Sols,ressources,french
artificialisation des sols,false,Eau,ressources,french
artificialisation des sols,false,Sols,ressources,french
baisse de production agricole,false,Sols,ressources,french
baisse de production agricole,false,Eau,ressources,french
baisse des rendements agricoles,false,Eau,ressources,french
baisse des rendements agricoles,false,Sols,ressources,french
baisse des récoltes,false,Sols,ressources,french
bois d’oeuvre,false,Forêt,ressources,french
bois énergie,false,Energie,ressources,french
bois énergie,false,Forêt,ressources,french
bétonisation,false,Eau,ressources,french
bétonisation,false,Sols,ressources,french
canicule,false,Eau,ressources,french
capacité planétaire,false,Concepts généraux,ressources,french
catastophe écologique,false,Concepts généraux,ressources,french
cobalt,false,Métaux et minerais,ressources,french
compactage des sols,false,Sols,ressources,french
conflits d’usage de l’eau,false,Eau,ressources,french
crise climatique,false,Concepts généraux,ressources,french
crise environnementale,false,Concepts généraux,ressources,french
crise écologique,false,Concepts généraux,ressources,french
cycle de l’eau,false,Eau,ressources,french
d'ici 2050,false,Concepts généraux,ressources,french
dessalement de l’eau de mer,false,Eau,ressources,french
destruction de la planète,false,Concepts généraux,ressources,french
diminution des rendements agricoles,false,Eau,ressources,french
diminution des rendements agricoles,false,Sols,ressources,french
décharge sauvage,false,Economie circulaire,ressources,french
déficit de pluie,false,Eau,ressources,french
déforestation,false,Forêt,ressources,french
dégradation des sols,false,Sols,ressources,french
dépassement des limites planétaires,false,Concepts généraux,ressources,french
dépôt sauvage,false,Economie circulaire,ressources,french
eau de ruissellement,false,Eau,ressources,french
eau de ruissellement,false,Sols,ressources,french
eaux de ruissellement,false,Eau,ressources,french
eaux de ruissellement,false,Sols,ressources,french
eaux souterraines,false,Eau,ressources,french
engrais azoté,false,Air,ressources,french
