keyword,is_empty,general,agriculture,transport,batiments,energie,industrie,eau,ecosysteme,economie_ressources
ressource en eau,false,false,false,false,false,false,true,false,false,true
ressource énergétique,true,false,false,false,false,false,false,false,false,false
ressource minérale,true,false,false,false,false,false,false,false,false,false
ressource naturelle,true,false,false,false,false,false,false,false,false,false
ressource planétaire,false,false,false,false,false,false,false,false,true,false
ressource renouvelable,true,false,false,false,false,false,false,false,false,false
ressource stratégique,false,false,false,false,false,false,false,false,true,false
ressources planétaires,true,false,false,false,false,false,false,false,false,false
restauration d'habitat,false,false,false,false,false,false,false,true,false,false
restauration de la biodiversité,false,false,false,false,false,false,false,false,true,false
restauration de la nature,false,false,false,false,true,true,false,false,false,false
restauration de la végétation ,false,false,false,false,true,true,false,false,false,false
restauration de mares,false,false,false,false,true,true,false,false,false,false
restauration des coraux,false,false,false,false,true,true,false,false,false,false
restauration des cours d'eau ,false,false,false,false,false,false,false,false,false,true
restauration des écosystèmes,false,false,false,false,false,false,false,false,false,true
restauration des forêts,false,false,false,false,false,false,false,false,false,true
restauration des habitats,false,false,true,false,false,false,false,false,true,false
restauration des milieux,true,false,false,false,false,false,false,false,false,false
restauration des tourbières,true,false,false,false,false,false,false,false,false,false
restauration des zones humides,false,false,true,false,false,false,false,false,true,false
restauration du récif corallien,true,false,false,false,false,false,false,false,false,false
restauration écologique,false,false,false,false,true,true,false,false,false,false
restauré des mares,false,false,false,false,true,true,false,false,false,false
restaurer l'environnement,false,false,false,false,true,true,false,false,false,false
restaurer la biodiversité,false,false,false,false,true,true,false,false,false,false
restaurer la forêt,false,false,false,false,false,false,false,true,false,false
restaurer la nature,true,false,false,false,false,false,false,false,false,false
restaurer la plage,false,false,false,false,false,false,false,false,true,false
restaurer la qualité de l’air,false,false,false,false,false,false,false,false,true,false
restaurer la qualité des sols,false,false,false,false,false,false,false,false,true,false
restaurer la rivière,false,false,false,false,false,false,false,false,true,false
restaurer les cours d'eau ,false,false,false,true,false,true,true,false,false,false
restaurer les forêts,true,false,false,false,false,false,false,false,false,false
restaurer les habitats,true,false,false,false,false,false,false,false,false,false
restaurer les haies,false,false,false,false,true,true,false,false,false,false
restaurer les mares,false,false,true,false,false,false,false,true,true,false
restaurer les milieux,false,false,true,false,false,false,false,true,true,false
restaurer les récifs coralliens,false,true,false,false,false,false,false,false,false,false
restaurer les rivières,false,true,false,false,false,false,false,false,false,false
restaurer les terres,false,true,false,false,false,false,false,false,false,false
restaurer les tourbières,false,true,false,false,false,false,false,false,false,false
restes alimentaires,false,true,false,false,false,false,false,false,false,false
restes de cantine,false,true,false,false,false,false,false,false,false,false
restreindre,false,true,false,false,false,false,false,false,false,false
restriction,false,true,false,false,false,false,false,false,false,false
restriction d’eau,false,true,false,false,false,false,false,false,false,false
rétablir des habitats,false,true,false,false,false,false,false,false,false,false
rétablissement d'espèces,false,true,false,false,false,false,false,false,false,false
retenue collinaire,false,true,false,false,false,false,false,false,false,false
retrait gonflement des argiles,false,false,false,false,false,false,false,true,false,false
réutilisation des eaux,false,false,false,false,false,true,false,false,false,false
réutilisation des eaux usées traitées,false,false,false,false,false,false,false,false,false,true
réutilisation des ressources,false,false,false,false,false,false,false,false,false,true
revégétalisation,false,true,false,false,false,false,false,false,false,false
revégétaliser,false,false,false,false,false,false,false,false,false,true
revue nature,false,false,false,false,false,false,false,false,false,true
revue nature climate change,false,true,false,false,false,false,false,false,false,false
risque sanitaire,false,false,false,false,false,false,false,false,true,false
rivière,false,false,false,false,false,false,false,false,true,false
rouge gorge,false,false,false,false,false,false,false,false,true,false
ruisselement ,false,false,false,false,false,false,false,false,true,false
ruissellement de l'eau,false,false,false,false,false,false,false,false,true,false
ruissellement des eaux,false,false,false,false,false,false,false,false,true,false
saf,false,false,false,false,false,false,false,false,true,false
salinisation des nappes,false,false,false,false,false,false,false,false,true,false
salinisation des sols,false,false,false,false,false,false,false,false,true,false
sanglier,false,false,false,false,false,false,false,false,true,false
sans émettre de co deux,false,false,false,false,false,false,false,false,true,false
sans émettre de co2,false,false,false,false,false,false,false,true,true,false
sans pesticide,false,false,false,false,false,false,false,true,true,false
santé animale,false,false,false,false,false,false,false,true,true,false
santé des sols,false,false,false,false,false,false,false,false,true,false
santé environnementale,false,false,false,false,false,false,false,true,true,false
santé humaine,false,false,false,false,false,false,false,false,true,false
santé publique,false,false,false,false,false,false,false,false,true,false
santé végétale,false,false,false,false,false,false,false,false,true,false
sapin,false,false,false,false,false,false,false,false,true,false
sargasse,false,false,false,false,false,false,false,false,true,false
saumon,false,false,false,false,false,false,false,false,true,false
sauvegarde de la ressource en eau,false,false,true,false,false,false,false,false,true,false
sauver des espèces,false,false,false,false,false,false,false,false,true,false
sciences de l'environnement,false,false,false,false,false,false,false,true,true,false
sciences du vivant,false,false,false,false,false,false,false,false,true,false
sciences participatives,false,false,false,false,false,false,false,false,true,false
scope un et deux,false,false,false,false,false,false,false,false,true,false
se débarrasser des énergies fossiles ,false,false,false,false,false,false,false,false,true,false
se décarboner,false,false,false,false,false,false,false,false,true,false
se déplacer en vélo ,false,false,false,false,false,false,false,true,true,false
se nourrir mieux,false,false,false,false,false,false,false,true,true,false
se régénère,false,false,false,false,false,false,false,false,true,false
se régénérer,false,false,false,false,false,false,false,false,true,false
sécheresse,false,false,true,false,false,false,false,false,false,true
secteur tertiaire,false,false,true,false,false,false,false,false,false,true
sécurité alimentaire,false,true,false,false,false,false,false,false,false,false
sécurité environnementale ,false,true,false,false,false,false,false,false,false,false
semaine du développement durable,false,false,false,false,false,false,false,true,false,false
semence diversifiée,false,false,false,false,false,false,false,false,true,false
semis direct,false,false,false,false,false,false,false,false,true,false
septième continent,false,false,true,false,false,false,false,true,false,false
séquestration du carbone,false,false,false,false,true,false,false,false,false,false
séquestrer le carbone,false,false,false,false,false,false,false,true,false,false
serres chauffées,false,false,false,false,false,false,false,true,false,true
service environnemental ,false,false,false,false,false,false,false,false,false,true
service rendu par la nature,false,false,false,false,true,false,false,false,true,false
services écosystémiques,false,false,false,false,true,false,false,false,true,false
services environnementaux,false,true,false,false,false,false,false,false,false,false
seuil de réchauffement,false,true,false,false,false,false,false,false,false,false
sevrage aux énergies fossiles,false,true,false,false,false,false,false,false,false,false
sevrage des énergies fossiles,false,true,false,false,false,false,false,false,false,false
silicium,false,false,false,false,false,false,false,true,false,false
site de ponte,false,false,false,false,false,false,false,false,true,false
site minier,true,false,false,false,false,false,false,false,false,false
sixième extinction de masse,false,false,false,false,false,false,false,true,false,false
sobriété,false,false,false,false,false,false,false,true,false,false
sobriété énergétique,false,true,false,false,false,false,false,false,false,false
sobriété foncière,false,false,false,false,false,false,false,true,false,false
société écologique,false,false,true,false,false,false,false,false,false,false
sol,false,false,false,false,false,false,false,false,true,false
sol appauvri,false,true,false,false,false,false,false,false,false,false
sol dégradé,false,true,false,false,false,false,false,false,false,false
sol pollué,false,false,true,false,false,false,false,false,false,false
sol vivant,false,false,false,false,false,false,false,false,true,false
solidarité écologique,false,false,true,false,false,false,false,false,false,false
sols pollués,false,true,false,false,false,false,false,false,false,false
solution s'inspirant de la nature,false,true,false,false,false,false,false,false,false,false
solutions basées sur la nature,false,true,false,false,false,false,false,false,false,false
solutions fondées sur la nature,false,false,true,false,false,false,false,false,false,false
solvant,false,false,false,false,false,false,false,false,true,false
sommet sur la biodiversité,false,false,false,false,false,false,false,false,true,false
sorgho,false,false,false,false,false,false,false,false,true,false
sortie des énergies fossiles,false,false,false,false,false,false,false,true,false,true
sortie des pesticides,false,false,false,false,false,false,false,false,true,false
sortie du charbon,false,true,false,false,false,false,false,false,false,false
sous l'eau,false,true,false,false,false,false,false,false,false,false
sous les eaux,false,true,false,false,false,false,false,false,false,false
soutenabilité environnementale,false,false,false,false,false,true,true,false,false,false
spécialiste de la biodiversité,true,false,false,false,false,false,false,false,false,false
spécialiste des questions environnementales,false,true,false,false,false,false,false,false,false,false
stockage d’eau,false,false,false,true,false,false,false,false,false,false
stockage du carbone,false,false,true,false,false,false,false,false,false,false
stockage du carbone dans les sols,true,false,false,false,false,false,false,false,false,false
stockage du co deux,true,false,false,false,false,false,false,false,false,false
stocker l'eau,false,false,false,false,false,false,false,true,false,false
stocker le carbone,false,true,false,false,false,false,false,false,false,false
stratégie nationale biodiversité ,false,false,true,false,false,false,false,false,false,false
stress hydrique,true,false,false,false,false,false,false,false,false,false
stress thermique,false,true,false,false,false,false,false,false,false,false
submergé par les eaux,false,true,false,false,false,false,false,false,false,false
submersion,false,false,true,false,false,false,false,false,false,false
submersion marine,false,false,true,false,false,false,false,false,false,false
substance chimique,false,false,false,false,false,false,false,false,false,true
suffoquer,false,true,false,false,false,false,false,false,false,false
super-poids lourds,false,false,false,false,false,false,false,false,true,false
suppression des systèmes de drainage,false,false,true,false,false,true,false,false,false,false
suppression du béton,true,false,false,false,false,false,false,false,false,false
surchauffe,false,false,false,false,false,false,false,false,true,false
surconsommation,false,false,false,false,false,false,false,false,true,false
surexploitation,true,false,false,false,false,false,false,false,false,false
surexploitation des ressources,false,true,false,false,false,false,false,false,false,false
surexploitation des ressources ,true,false,false,false,false,false,false,false,false,false
surpâturage,true,false,false,false,false,false,false,false,false,false
surpêche,false,false,false,false,false,false,false,false,false,true
suv,false,false,false,false,false,false,false,false,true,false
système alimentaire équitable,false,false,false,false,false,false,true,false,false,false
système d'alerte,false,false,false,false,false,false,false,false,true,false
tassement des sols,false,false,false,false,false,true,false,false,false,true
taxe carbone,false,false,false,false,false,true,false,false,false,true
té heu air,true,false,false,false,false,false,false,false,false,false
techniques culturales simplifiées ,false,true,false,false,false,false,false,false,false,false
technologie verte,false,false,true,false,false,false,false,false,false,false
tégévé,false,false,true,false,false,false,false,false,true,false
température,false,false,true,false,false,false,false,false,true,false
température extrême,false,false,true,false,false,false,false,false,true,false
température record,false,false,true,false,false,false,false,false,true,false
températures plus hautes,true,false,false,false,false,false,false,false,false,false
tempête xynthia,false,false,true,false,false,false,false,false,true,false
ter,false,false,false,false,false,false,false,false,true,false
termites,false,false,false,false,false,false,false,false,true,false
terre,false,false,false,false,false,false,false,false,true,false
terre rare,false,false,false,false,false,false,false,false,true,false
tévéa verte,false,false,false,false,false,false,true,false,false,false
tgv,true,false,false,false,false,false,false,false,false,false
the metals company,false,true,false,false,false,false,false,false,false,false
toilette à double débit,false,false,true,false,false,false,false,false,false,false
toilette sèche,true,false,false,false,false,false,false,false,false,false
toit-jardin,false,false,true,false,false,false,false,false,true,false
tonte tardive ,false,false,false,false,false,true,true,false,false,false
tortue,false,false,false,false,false,false,false,true,false,false
tortue marine,false,false,false,false,false,false,false,true,false,false
tourbe,false,true,false,false,false,false,false,false,false,false
tourbières,false,true,false,false,false,false,false,false,false,false
tourisme de masse,false,true,false,false,false,false,false,false,false,false
toxique,false,false,false,false,false,false,false,true,false,false
toxique ,false,true,false,false,false,false,false,false,false,false
trafic d’espèces,false,false,true,false,false,false,false,false,true,false
trafic routier,false,false,false,false,false,true,true,false,false,false
train,false,false,false,false,false,false,false,true,false,false
trains régionaux,false,true,false,false,false,false,false,false,false,false
trame blanche,false,false,false,false,false,false,false,true,true,false
trame bleu,false,false,false,false,false,false,false,true,false,false
trame brune,true,false,false,false,false,false,false,false,false,false
trame noire,false,false,false,false,false,false,false,true,false,false
trame verte,false,false,false,false,false,false,false,true,false,false
trame verte et bleu,false,false,false,false,false,false,false,true,false,false
tramway,false,false,false,false,false,false,true,false,false,false
transformation des pratiques agricoles,false,true,false,false,false,false,false,false,false,false
transformation écologique,false,false,false,true,false,false,false,false,false,false
transition agricole,true,false,false,false,false,false,false,false,false,false
transition agro écologique,true,false,false,false,false,false,false,false,false,false
transition agroécologique,false,true,false,false,false,false,false,false,false,false
transition climatique,false,false,false,false,false,false,false,false,false,true
transition écologique,false,false,false,false,false,false,false,false,false,true
transition en dehors des énergies fossiles,false,false,false,false,false,false,false,false,false,true
transition énergétique,true,false,false,false,false,false,false,false,false,false
transition verte,false,false,true,false,false,false,false,false,false,false
translocation ,false,false,true,false,false,false,false,false,true,false
translocation des espèces,false,false,false,true,false,false,false,false,false,false
transport,false,false,true,false,false,false,false,false,false,false
transport aérien,false,true,false,false,false,false,false,false,false,false
transport collectif,false,false,true,false,false,false,false,false,true,false
transport décarboné,false,true,false,false,false,false,false,false,false,false
transport en commun,false,true,false,false,false,false,false,false,false,false
transport ferroviaire,true,false,false,false,false,false,false,false,false,false
transport fluvial,false,true,false,false,false,false,false,false,false,false
transport maritime,false,false,false,true,false,false,false,false,false,false
transport routier,false,true,false,false,false,false,false,false,false,false
transporteur,false,true,false,false,false,false,false,false,false,false
très chaud,false,true,false,false,false,false,false,false,false,false
tri,false,true,false,false,false,false,false,false,false,false
tri à la source,false,false,false,false,false,false,false,false,true,false
tri des ordures,false,false,false,true,false,false,false,false,false,false
tri sélectif,false,false,false,false,false,false,false,false,true,false
trier,false,true,false,false,false,false,false,false,false,false
trier ses déchets,true,false,false,false,false,false,false,false,false,false
trop d'eau,false,false,false,false,false,false,false,false,false,true
trop grande chaleur,false,true,false,false,false,false,false,false,false,false
truite,false,false,false,true,false,false,false,false,false,false
tva verte,false,false,false,false,false,false,true,false,false,false
uicn,false,false,false,false,false,false,false,false,false,true
un climat qui change,false,false,false,false,false,false,false,false,false,true
un environnement alimentaire sain,false,false,false,false,true,false,false,false,true,false
une seule santé,true,false,false,false,false,false,false,false,false,false
union internationale pour la conservation de la nature,false,false,false,false,false,false,false,false,true,false
unoc,false,false,false,false,false,false,false,false,true,false
uranium,false,false,false,false,false,false,false,false,true,false
urbanisation,false,false,false,false,false,false,false,false,true,false
urbanisme,false,true,false,false,false,false,false,false,false,false
urgence écologique,false,true,false,false,false,false,false,false,false,false
urine ,false,true,false,false,false,false,false,false,false,false
usine,false,false,false,false,false,false,false,false,true,false
vache,false,false,false,true,false,false,false,false,false,false
vague de chaleur,false,false,false,true,false,false,false,false,false,false
valorisation des déchets,false,false,false,true,false,false,false,false,false,false
varier les végétaux,false,false,false,false,false,false,false,false,true,false
variété rustique,false,false,false,false,false,false,false,false,true,false
vautour,false,false,false,false,false,false,false,false,true,false
végan,false,false,false,false,false,false,false,false,true,false
végane,false,false,false,false,false,false,false,false,true,false
végétalisation,false,false,false,false,false,false,false,false,true,false
végétalisation des espaces urbains,false,false,false,true,false,false,false,false,false,false
végétalisation des villes,false,false,true,false,false,false,false,false,false,false
végétalisé,false,true,false,false,false,false,false,false,false,false
végétalisée,false,false,true,false,false,false,false,false,false,false
végétaliser,false,false,true,false,false,false,false,false,false,false
végétarien,false,false,true,false,false,false,false,false,false,false
végétarienne,false,true,false,false,false,false,false,false,false,false
végétation,false,true,false,false,false,false,false,false,false,false
végétaux,false,false,false,true,false,true,true,false,false,false
végétaux variés,false,false,false,false,false,true,false,false,false,false
véhicule électrique,false,true,false,false,false,false,false,false,false,false
vélo,false,false,false,false,false,false,false,false,true,false
ver de terre,false,false,false,false,false,false,false,false,true,false
verdir,false,false,false,true,false,false,false,false,false,false
verdir la politique agricole,false,false,false,true,false,false,false,false,false,false
verdure,false,false,false,true,false,false,false,false,false,false
vertueux,false,false,false,true,false,true,true,false,false,false
vertueux pour la planète,false,false,false,true,false,false,false,false,false,false
viande,false,false,false,true,false,false,false,false,false,false
vie sous-marine,false,false,false,true,false,false,false,true,false,false
ville durable,false,false,false,true,false,false,true,false,false,false
ville écologique,false,false,false,true,false,false,false,false,false,false
virus,false,false,false,true,false,false,false,false,false,false
vison d'europe,false,true,false,false,false,false,false,false,false,false
vivant,false,false,false,false,false,false,false,false,false,true
voiture,false,false,false,false,false,false,false,false,false,true
voiture thermique,false,false,false,false,false,false,false,false,false,true
voitures électriques,false,false,false,false,false,false,false,false,false,true
vol direct,false,false,false,false,false,false,false,false,false,true
vol paris new york,false,false,false,false,false,false,false,false,false,true
voyager,false,false,false,false,false,false,false,true,false,false
vrac,false,true,false,false,false,false,false,false,false,false
wwf,false,false,false,false,false,false,false,false,true,false
zad,false,true,false,false,false,false,false,false,false,false
zadisme,false,true,false,false,false,false,false,false,false,false
zadiste,false,true,false,false,false,false,false,false,false,false
zan,false,true,false,false,false,false,false,false,false,false
zéro artificialisation,false,false,true,false,false,false,false,false,false,false
zéro artificialisation nette,false,true,false,false,false,false,false,false,false,false
zéro carbone,false,true,false,false,false,false,false,false,false,false
zéro déchet,false,false,false,false,false,false,false,true,false,false
zéro déforestation,false,false,false,false,false,true,false,false,false,true
zéro emballage,false,false,false,false,true,false,false,false,false,false
zéro émission nette ,false,false,false,false,true,false,false,false,false,false
zéro plastique,false,true,false,false,false,false,false,false,false,false
zfe,true,false,false,false,false,false,false,false,false,false
zinc,false,false,false,false,false,false,true,false,false,false
zone à faible émission,false,false,true,false,false,false,false,false,false,false
zone de biodiversité,false,true,false,false,false,false,false,false,false,false
zone de non prélèvement ,false,false,false,false,false,false,true,false,false,true
zone humide,true,false,false,false,false,false,false,false,false,false
zone inondable,false,false,true,false,false,false,false,false,false,false
zone marine protégée,false,false,false,false,false,false,false,false,true,false
zone natura deux mille,false,false,true,false,false,false,false,false,false,true
zone naturelle protégée,false,false,true,false,false,false,false,false,true,true
zone sauvage,false,false,false,false,true,false,false,false,true,false
zones humides,false,false,false,false,true,false,false,false,true,false
zoonose,false,false,false,false,true,false,false,false,true,false
zoonotique,false,false,false,false,true,false,false,false,true,false
